A,elt,Z,S(2n),S(2n)_err,S(2p),S(2p)_err,Q(a),Q(a)_err,Q(2B-),Q(2B-)_err,Q(ep),Q(ep)_err,Q(B- n),Q(B- n)_err,N,N_to_Z_ratio,Vp,Vn,Shell_Closure,Parity,S(n),N_Z_excess,S(n)_MeV
92,Tc,43,24343.6429,3.2672,10842.1144,4.5418,-5179.0638,57.8917,-15926.6078,5.3658,423.3535,4.2644,-18757.1883,3.8153,49,1.1395348837209303,-7,-1,0,,11010.3637,6,11.0103637
265,Bh,107,14244.0,388.0,5293.0,292.0,9662.0,212.0,-10229.0,499.0,-156.0,336.0,-11239.0,241.0,158,1.4766355140186915,-19,32,0,,7634.0,51,7.634
170,Dy,66,11294.0,244.0,20138.0,361.0,-1764.0,200.0,6398.0,200.0,-17109.0,447.0,-2985.0,201.0,104,1.5757575757575757,16,22,0,,6185.0,38,6.185
220,At,85,9867.106,18.0985,13418.232,30.413,6076.8447,17.8934,2893.4166,14.5415,-9233.0,201.0,-2524.907,14.1293,135,1.588235294117647,3,9,0,,4091.5908,50,4.0915908
67,Mn,25,8756.0,200.0,36048.0,539.0,-14265.0,395.0,21741.0,200.0,-34570.0,539.0,8416.0,200.0,42,1.68,-3,-8,0,,4901.0,17,4.901
214,Rn,86,11803.0809,9.5705,8528.1978,9.1166,9208.4798,9.115,-4412.4045,10.5633,-4955.1164,9.5526,-8836.7826,10.2726,128,1.4883720930232558,4,2,0,,6695.0333,42,6.6950333
28,O,8,-1276.0,718.0,,,,,40780.0,710.0,,,18875.0,709.0,20,2.5,0,0,1,,661.0,12,0.661
42,Al,13,2973.0,583.0,,,-22340.0,873.0,40898.0,509.0,,,20718.0,583.0,29,2.230769230769231,5,1,0,,672.0,16,0.672
170,Pt,78,21431.7606,151.0403,882.1496,20.7577,6707.4081,3.1863,-21715.0,302.0,7134.8112,31.714,-22582.0,299.0,92,1.1794871794871795,-4,10,0,,11906.0,14,11.906
222,Pu,94,,,2532.0,316.0,10740.0,300.0,,,3251.0,308.0,,,128,1.3617021276595744,12,2,0,,8941.0,34,8.941
145,La,57,10806.4941,14.2909,19737.749,14.4179,-782.8903,15.3319,6790.6649,14.1423,-16852.9346,23.5757,-474.7015,12.5896,88,1.543859649122807,7,6,0,,6056.9838,31,6.0569838
156,Tm,69,18549.9108,20.283,6772.9807,16.46,4345.3028,7.2027,-13134.8673,55.9735,1916.4108,22.5595,-14403.1211,21.8959,87,1.2608695652173914,-13,5,0,,8279.8139,18,8.279813899999999
194,Os,76,12695.5094,3.1226,17393.0,200.0,-491.2599,35.4566,2324.9252,2.3622,-13534.0,200.0,-5970.1897,2.003,118,1.5526315789473684,-6,-8,0,,7112.0935,42,7.1120935
115,Pd,46,12977.9585,15.1774,23135.948,40.6082,-6065.4124,16.6513,7658.6577,13.5615,-17493.5801,13.9542,-3566.3294,14.2952,69,1.5,-4,-13,0,,5006.7936,23,5.0067936
233,U,92,13029.4766,3.1577,11474.6416,2.059,4908.6781,1.18,-3132.7245,54.2191,-5816.5699,2.1551,-8512.0,100.0,141,1.5326086956521738,10,15,0,,5761.6522,49,5.7616522
63,Ga,31,25555.0735,38.0159,9140.9792,1.614,-2613.5612,1.407,-23047.0,200.0,-1048.5275,1.4514,-22479.0,140.0,32,1.032258064516129,3,4,0,,12631.3959,1,12.6313959
171,W,74,18310.865,31.9246,6947.1424,39.5199,3956.7502,39.5199,-12788.8575,33.3748,1878.7939,39.5199,-16253.4173,30.1911,97,1.3108108108108107,-8,15,0,,7866.609,23,7.866609
230,Pu,94,15318.2752,27.417,6865.7732,19.6923,7178.4564,9.2888,,,-1567.4211,15.5446,-13319.562,107.3209,136,1.446808510638298,12,10,0,,8534.072,42,8.534072
232,U,92,13148.2076,4.6552,10831.0086,1.1474,5413.63,0.09,-3751.4694,16.9519,-6495.3364,1.173,-9085.5592,51.1699,140,1.5217391304347827,10,14,0,,7267.8244,48,7.2678244
114,Xe,54,23202.1872,13.9122,4096.3227,13.9724,2719.006,12.9683,-21180.4621,103.2827,3972.1677,30.0975,-23392.6781,14.0895,60,1.1111111111111112,4,10,0,,12953.5905,6,12.9535905
174,Os,76,18894.3788,16.3623,5476.1343,29.7667,4870.5053,9.6875,-14677.7758,14.5609,1443.0336,29.7667,-17798.2457,14.7039,98,1.2894736842105263,-6,16,0,,10628.4512,22,10.628451199999999
163,Hf,72,19096.1391,34.7857,6013.0143,29.8021,4139.281,31.1326,-14360.8817,63.8258,3262.872,29.803,-17559.2337,68.3364,91,1.2638888888888888,-10,9,0,,8172.2126,19,8.1722126
209,Tl,81,8752.9926,8.0361,17582.0,300.0,2501.0,200.0,4613.7961,6.1635,-15023.0,300.0,32.4083,6.14,128,1.5802469135802468,-1,2,0,,4965.9901,47,4.9659901
185,Ir,77,16276.0554,37.2775,9103.8371,29.0769,3756.9382,30.6331,-8477.4079,28.0663,-3404.7093,28.2701,-11074.3893,31.5957,108,1.4025974025974026,-5,-18,0,,8796.0205,31,8.796020500000001
83,Mo,42,31022.0,641.0,3393.0,411.0,-1995.0,500.0,,,9985.0,401.0,,,41,0.9761904761904762,-8,-9,0,,14041.0,-1,14.041
186,Au,79,17538.7782,30.5906,6681.9429,34.9362,4911.9106,14.0238,-11831.9161,29.4993,1331.7305,34.9362,-13602.5233,25.0128,107,1.3544303797468353,-3,-19,0,,7928.0243,28,7.9280243
39,Mg,12,1579.0,867.0,,,,,40455.0,530.0,,,18234.0,534.0,27,2.25,4,-1,0,,-630.0,15,-0.63
67,Br,35,32182.0,583.0,171.0,312.0,-1454.0,361.0,,,12206.0,300.0,,,32,0.9142857142857143,7,4,0,,17031.0,-3,17.031
97,Y,39,11050.1537,9.5363,24803.0897,21.3272,-5920.4705,10.3106,9487.3419,7.9365,-22050.0749,7.4992,1252.0872,6.7069,58,1.4871794871794872,11,8,0,,5856.7869,19,5.8567869
169,Pt,78,21853.0,366.0,543.0,216.0,6857.6107,5.1214,,,10242.0,201.0,-23065.0,447.0,91,1.1666666666666667,-4,9,0,,9525.0,13,9.525
40,Ar,18,16467.7093,0.195,22756.6262,7.172,-6800.675,0.1881,-193.4981,0.0206,-19166.1994,50.0,-9304.0227,0.004,22,1.2222222222222223,-2,2,0,,9869.0227,4,9.8690227
116,In,49,15822.5874,0.3728,17896.8899,4.5696,-4090.9453,2.4319,-1427.7387,5.1591,-10556.1428,18.2691,-6287.2308,0.2202,67,1.3673469387755102,-1,-15,0,,6784.72,18,6.78472
235,Ra,88,9347.0,300.0,,,2155.0,424.0,7112.0,300.0,,,-1783.0,300.0,147,1.6704545454545454,6,21,0,,3872.0,59,3.872
41,Ca,20,23997.8377,0.6119,16473.6549,5.0019,-6615.1452,0.2483,-19440.3695,27.9452,-7386.9792,0.1377,-22685.8736,2.8314,21,1.05,0,1,1,,8362.8243,1,8.3628243
163,Ta,73,19898.6948,45.201,4550.2267,47.2185,4749.0593,5.4915,-16532.3811,42.3343,3008.1542,84.1371,-16606.7352,41.9578,90,1.2328767123287672,-9,8,0,,10824.5473,17,10.8245473
124,Ru,44,7952.0,781.0,,,,,24810.0,671.0,,,7529.0,721.0,80,1.8181818181818181,-6,-2,0,,5111.0,36,5.111
125,I,53,17036.0721,3.4467,14191.0755,0.1337,-1661.783,2.134,-4746.2816,7.7837,-8505.9262,0.1478,-9239.9371,0.1466,72,1.3584905660377358,3,-10,0,,9542.7872,19,9.542787200000001
275,Mt,109,12158.0,575.0,6495.0,761.0,10482.6999,51.0099,-6628.0,591.0,-2284.0,696.0,-8502.0,549.0,166,1.5229357798165137,-17,40,0,,6554.0,57,6.554
164,Yb,70,17333.6436,21.1452,9255.9024,15.1133,2627.0899,28.5672,-9193.8146,21.8685,-3133.729,15.7879,-14292.0742,31.7666,94,1.3428571428571427,-12,12,0,,9789.6105,24,9.7896105
141,Sm,62,19696.3665,13.8316,8494.9719,28.814,1225.0937,14.5022,-12709.7287,21.5245,1034.3158,9.1366,-17019.3321,52.2401,79,1.2741935483870968,12,-3,0,,8549.3321,17,8.549332099999999
16,O,8,28887.4195,0.0252,22334.8376,0.0038,-7161.918,0.0003,-28723.7772,20.48,-21899.1184,0.8,-29375.0724,14.0,8,1.0,0,0,1,,15663.9424,0,15.6639424
192,Tl,81,17648.6491,32.4904,7616.6509,31.8578,4074.1501,31.7858,-12337.7118,43.701,636.6907,32.0516,-13652.3233,32.3539,111,1.3703703703703705,-1,-15,0,,7660.616,30,7.660616
87,As,33,8571.3977,4.2818,30451.7968,37.3791,-8785.7008,3.9608,18273.7719,4.3492,-29147.0,400.0,6813.9437,3.9001,54,1.6363636363636365,5,4,0,,4727.082,21,4.727082
155,La,57,8013.0,500.0,,,-6075.0,640.0,17485.0,400.0,,,6218.0,447.0,98,1.719298245614035,7,16,0,,4472.0,41,4.472
228,Ra,88,10870.0176,2.319,14384.9416,10.6653,4070.1799,10.015,2169.2947,2.5674,-11234.6114,14.2313,-4980.6388,2.3398,140,1.5909090909090908,6,14,0,,6308.5876,52,6.3085876
166,Os,76,21149.439,150.9754,1773.9132,20.4017,6142.7746,3.315,-20649.0,301.0,6140.819,31.4022,-21908.0,159.0,90,1.1842105263157894,-6,8,0,,11756.0,14,11.756
167,Hf,72,17974.885,39.5199,7750.3157,38.5387,3401.2009,31.7657,-11374.5494,33.6262,836.974,28.8084,-15441.2994,39.5199,95,1.3194444444444444,-10,13,0,,7680.0905,23,7.6800905
35,Cl,17,24152.8276,0.3924,17254.1233,1.0906,-6997.903,0.0355,-17840.6383,0.5136,-11753.8011,0.8112,-18706.5569,0.0785,18,1.0588235294117647,-3,-2,0,,12644.7639,1,12.6447639
58,Cr,24,12849.3162,3.0363,27146.7543,100.2449,-8672.9111,16.1135,10163.4634,2.9975,-24878.9303,205.9008,-2576.8464,3.3391,34,1.4166666666666667,4,6,0,,7538.141,10,7.5381409999999995
133,Ce,58,18852.4113,36.6532,10317.207,16.3595,217.7266,19.4368,-10085.8431,49.3626,-1272.2912,16.3881,-15262.0775,33.1859,75,1.293103448275862,8,-7,0,,8020.8536,17,8.0208536
144,Ho,67,23502.0,401.0,2627.9406,700.6089,3447.8415,800.5328,-22450.0,400.0,8520.7008,51.9287,-21520.0,400.0,77,1.1492537313432836,-15,-5,0,,10633.0,10,10.633
155,Eu,63,14593.5066,0.4651,15748.2758,9.1138,-856.9927,4.5329,-567.8976,9.8262,-10840.7058,25.0523,-6183.2969,0.8517,92,1.4603174603174602,13,10,0,,8151.2882,29,8.1512882
245,Am,95,11417.2246,2.0051,12483.0,32.0,5160.3857,100.0131,86.641,2.1488,-8629.0,100.0,-4622.7363,1.6187,150,1.5789473684210527,13,24,0,,6050.0363,55,6.0500362999999995
95,Sr,38,11174.077,9.5251,25559.2241,6.3308,-6568.2265,6.225,10542.6559,5.8528,-21058.4756,13.431,-837.1299,8.6285,57,1.5,10,7,0,,4342.8816,19,4.3428816
83,Br,35,17179.3065,3.9186,21058.3493,4.6193,-7802.5561,6.5301,56.9183,4.4523,-16197.2648,5.3202,-6493.2441,3.7947,48,1.3714285714285714,7,-2,0,,9586.3626,13,9.586362600000001
159,Gd,64,13880.5978,0.1065,16462.1459,4.54,-795.5676,0.9393,605.3629,1.3064,-10598.9794,4.8807,-7162.2921,0.9817,95,1.484375,14,13,0,,5943.2059,31,5.9432059
47,Mn,25,33729.0,302.0,5257.8768,31.6826,-7074.9344,53.2828,-33186.0,601.0,7220.5497,31.6711,-31848.0,302.0,22,0.88,-3,2,0,,18219.9463,-3,18.2199463
136,Pr,59,18955.0574,23.3229,10699.7042,22.9869,-41.7592,38.1202,-10170.4981,70.0161,-1985.9343,14.8372,-13198.1192,22.2951,77,1.305084745762712,9,-5,0,,8475.867,18,8.475867000000001
183,W,74,14274.354,1.5929,13540.6469,1.5701,1672.4576,1.5635,-2701.9028,49.7741,-7604.9976,6.2016,-8990.8368,101.9804,109,1.472972972972973,-8,-17,0,,6190.8368,35,6.1908368000000005
192,Pt,78,15124.6578,2.52,12158.6423,2.4931,2423.86,2.5347,-4277.0443,15.7463,-7182.2574,2.4917,-10561.933,5.556,114,1.4615384615384615,-4,-12,0,,8661.5073,36,8.661507299999998
90,Nb,41,22632.6118,57.9036,12940.4441,3.6405,-5803.3469,14.526,-11936.8346,3.4718,-2239.2996,3.3344,-15717.9047,5.1293,49,1.1951219512195121,-9,-1,0,,10107.0942,8,10.107094199999999
116,Ru,44,9990.3403,5.1503,28967.0,300.0,-9014.0,200.0,15762.1092,8.0493,-26808.0,400.0,2088.993,8.2128,72,1.6363636363636365,-6,-10,0,,6034.9397,28,6.0349397
246,Am,95,11028.0,18.0,12824.0,101.0,5152.0,201.0,1027.0,63.0,-8145.0,201.0,-4082.0,18.0,151,1.5894736842105264,13,25,0,,4978.0,56,4.978
77,Ga,31,13674.3494,2.513,26100.0752,2.526,-9429.8235,3.1043,7923.9818,2.9543,-22299.6961,2.5882,-850.7724,2.4219,46,1.4838709677419355,3,-4,0,,7767.0225,15,7.7670225
21,O,8,11413.4601,12.2863,38929.6628,99.1186,-15394.7616,21.1078,13793.8102,12.0001,-36730.504,230.9367,8.179,12.0,13,1.625,0,5,1,,3805.456,5,3.805456
166,Lu,71,17521.2474,40.8585,8689.986,38.9079,3031.5796,39.5923,-9923.2067,40.8585,-379.9336,29.8539,-12456.7923,40.8585,95,1.3380281690140845,-11,13,0,,7650.0573,24,7.6500573
85,Rb,37,19239.3374,2.3287,17731.5617,3.7947,-6615.2058,0.978,-4325.2094,18.9654,-11673.2174,25.73,-9589.0784,1.2432,48,1.2972972972972974,9,-2,0,,10479.6842,11,10.4796842
88,Y,39,21158.5651,14.2215,16129.9683,1.5133,-6964.9701,2.6578,-8127.4737,57.8279,-6990.1983,1.5,-13023.2003,4.4086,49,1.2564102564102564,11,-1,0,,9351.9598,10,9.351959800000001
233,Pa,91,12077.5636,1.6619,12851.3848,13.1091,4374.5584,12.1829,-459.1205,50.9773,-8953.9837,13.1091,-5191.353,1.8061,142,1.5604395604395604,9,16,0,,6528.4564,51,6.5284564
60,Cr,24,11059.3288,3.1835,30568.7739,183.3431,-9910.4207,100.2068,14504.6739,3.5848,-28318.0,300.0,545.5102,2.5831,36,1.5,4,8,0,,6863.8875,12,6.8638875
112,Pd,46,14132.771,6.5669,20826.3524,11.0677,-5084.5511,10.8718,4253.818,6.5483,-16824.6849,11.6876,-6176.9103,6.7034,66,1.434782608695652,-4,16,0,,8406.4711,20,8.406471100000001
163,Ho,67,15324.3691,2.1377,13494.1914,1.2016,729.6389,1.0936,-3649.6141,5.4713,-7787.4501,2.1634,-8115.1344,0.3024,96,1.4328358208955223,-15,14,0,,8408.7822,29,8.4087822
68,Zn,30,17250.5619,0.3028,18578.8032,1.5995,-5333.0365,0.7579,-3028.3555,2.0314,-13553.4373,2.9907,-11199.3165,1.1359,38,1.2666666666666666,2,10,0,,10198.0963,8,10.1980963
112,Cs,55,,,525.0,131.0,3931.4368,58.5006,,,11250.0,116.0,,,57,1.0363636363636364,5,7,0,,11586.0,2,11.586
31,Na,11,6576.5985,15.7814,42482.101,525.5484,-15312.3624,121.0071,27196.7402,14.1501,-44003.0,500.0,13056.0859,14.0323,20,1.8181818181818181,3,0,1,,4299.9564,9,4.2999564
166,Hf,72,18183.269,32.1083,7424.7604,31.7666,3537.2584,31.7648,-11971.5181,29.5036,-852.5722,38.5387,-16082.4355,31.0668,94,1.3055555555555556,-10,12,0,,10294.7945,22,10.2947945
193,Re,75,12023.8693,40.4468,18290.0,302.0,-697.0,204.0,4304.6635,39.1453,-14420.0,402.0,-2420.6561,39.1911,118,1.5733333333333333,-7,-8,0,,6714.1312,43,6.7141312
148,Pr,59,12004.6023,37.5012,17892.2209,15.1343,-110.7086,19.8393,4330.4242,16.0596,-13146.0264,18.466,-2459.9761,15.0602,89,1.5084745762711864,9,7,0,,5162.6774,30,5.1626774
90,As,33,6683.0,447.0,33178.0,640.0,-9655.0,565.0,23010.0,400.0,,,9931.0,400.0,57,1.7272727272727273,5,7,0,,2532.0,24,2.532
123,Xe,54,18909.8973,13.9931,11283.0893,27.5127,-490.6342,11.9939,-9593.2946,15.4121,-2223.947,9.5566,-15174.8072,35.01,69,1.2777777777777777,4,-13,0,,7964.5877,15,7.9645877
146,Tb,65,21538.0926,52.8522,6722.4117,46.1256,1120.3696,53.9693,-16525.4172,45.3413,2938.9089,44.9297,-17592.3547,45.3317,81,1.2461538461538462,15,-1,0,,9435.2694,16,9.4352694
199,Re,75,10522.0,500.0,,,,,9669.0,402.0,,,799.0,447.0,124,1.6533333333333333,-7,-2,0,,5811.0,49,5.811
129,Sb,51,14073.7265,21.823,22327.4295,23.4634,-6641.9923,21.2988,3877.7919,21.4437,-17728.2386,21.2428,-3706.9087,21.2134,78,1.5294117647058822,1,-4,0,,8070.8506,27,8.0708506
147,Tb,65,20485.6169,111.1908,7329.0916,8.542,1073.7214,13.6466,-14985.5726,9.5159,-914.0416,10.0162,-16259.0641,10.5042,82,1.2615384615384615,15,0,1,,11050.3476,17,11.050347599999998
208,Hg,80,8462.3161,36.915,18603.0,302.0,1930.0,203.0,8483.1115,30.7607,-16415.0,401.0,-302.2894,31.2168,128,1.6,-2,2,0,,4849.28,48,4.849279999999999
113,Tc,43,9929.5094,11.1002,28429.0,300.0,-8546.665,430.8291,15955.395,7.8812,-26031.0,300.0,4748.0062,10.1685,70,1.627906976744186,-7,-12,0,,5623.9347,27,5.6239346999999995
179,Pb,82,,,-249.4889,117.3713,7596.1352,4.8507,,,11077.9829,81.9388,,,97,1.1829268292682926,0,15,1,,9593.0809,15,9.5930809
66,Fe,26,11240.9308,6.4785,31005.8107,299.9691,-11640.1511,5.3551,15938.4467,4.3302,-29047.0,200.0,1046.0407,4.5973,40,1.5384615384615385,-2,-10,0,,6921.2629,14,6.921262899999999
144,Ce,58,12041.6825,3.3594,17167.6272,6.5523,411.0472,8.3897,3316.0862,2.5401,-13783.7079,7.3262,-5435.0605,2.8852,86,1.4827586206896552,8,4,0,,6896.8818,28,6.8968818
27,Al,13,24423.5258,0.0803,22416.9921,1.2009,-10091.9259,0.0473,-16537.8313,9.0008,-17625.0542,3.502,-18127.1784,0.1176,14,1.0769230769230769,5,6,0,,13058.0422,1,13.0580422
217,Rn,86,11315.08,7.2288,10377.6054,4.6142,7887.1691,2.8816,-2230.9696,8.051,-5412.7407,4.45,-7383.7739,5.621,131,1.5232558139534884,4,5,0,,4666.0643,45,4.6660643
186,Hf,72,11067.3973,64.8173,18402.0,506.0,51.0,403.0,6084.3883,51.2465,-15233.0,503.0,-3101.1609,53.1534,114,1.5833333333333333,-10,-12,0,,6175.7276,42,6.1757276
142,Eu,63,20465.6202,59.6629,7674.8253,38.6019,1180.5246,32.2196,-14749.4074,701.2021,1925.0312,33.1468,-16156.0169,35.9713,79,1.253968253968254,13,-3,0,,9454.6008,16,9.4546008
169,Eu,63,8033.0,640.0,,,-3415.0,707.0,14820.0,583.0,,,4418.0,583.0,106,1.6825396825396826,13,-20,0,,4481.0,43,4.481
75,Rb,37,27349.7268,40.8114,8150.8573,6.8438,-3141.1912,5.5294,-25399.0,300.0,780.4885,5.9535,-24463.0,100.0,38,1.027027027027027,9,10,0,,13374.0038,1,13.3740038
143,Ho,67,23826.0,499.0,2085.0,316.0,3658.0,422.0,,,7223.0,761.0,-22189.0,582.0,76,1.1343283582089552,-15,-6,0,,12869.0,9,12.869
168,Tb,65,11115.0397,4.4396,20610.0,100.0,-1973.9511,4.674,7278.05,30.2926,-16300.0,400.0,-941.0483,5.7978,103,1.5846153846153845,15,21,0,,4969.4169,38,4.969416900000001
242,Es,99,15567.0,447.0,5441.0,297.0,8160.1152,20.3367,,,1532.0,305.0,-12490.0,395.0,143,1.4444444444444444,17,17,0,,7163.0,44,7.163
9,Li,3,6094.8357,0.1864,38758.0,1004.0,-10362.4579,89.4429,12538.4192,0.9217,,,11941.9153,0.1896,6,2.0,1,-2,0,,4062.2175,3,4.0622175
219,U,92,15817.0,82.0,3487.769,17.046,9949.6039,11.7381,,,3640.2353,16.9852,,,127,1.3804347826086956,10,1,0,,6670.0197,35,6.6700197
28,Na,11,10270.1709,10.8282,34240.9124,107.5165,-10957.747,98.2063,15862.4042,10.2466,-33410.7642,120.6337,5526.9609,10.2465,17,1.5454545454545454,3,-3,0,,3541.8428,6,3.5418428
85,Ge,32,8289.6207,4.4439,31411.0,300.0,-9348.6734,6.2616,19290.2182,4.5481,-28582.0,400.0,4658.8233,4.8901,53,1.65625,4,3,0,,3046.3096,21,3.0463096
205,Pt,78,9453.0,361.0,20128.0,500.0,-405.0,424.0,9468.0,300.0,,,-501.0,361.0,127,1.6282051282051282,-4,1,0,,3271.0,49,3.271
88,Ga,31,4773.0,640.0,,,-11095.0,707.0,28059.0,539.0,,,13129.0,583.0,57,1.8387096774193548,3,7,0,,1592.0,26,1.592
150,Eu,63,14637.5235,11.7003,12504.4349,8.3255,2237.075,6.9649,-3686.5807,8.6692,-6016.936,6.4562,-7736.5144,6.9066,87,1.380952380952381,13,5,0,,6422.3707,24,6.4223707
110,Pd,46,14949.3252,1.2511,19247.4425,8.7015,-4432.5678,5.4253,2017.0651,0.5419,-14881.4203,8.9746,-7682.7918,1.3784,64,1.391304347826087,-4,14,0,,8795.7387,18,8.7957387
197,W,74,10273.0,500.0,,,,,10209.0,447.0,,,-582.0,500.0,123,1.662162162162162,-8,-3,0,,4202.0,49,4.202
53,Mn,25,22589.7606,0.447,17065.1866,0.3434,-9153.1088,0.8876,-12030.9738,1.754,-10536.2891,0.3657,-14429.5724,0.3598,28,1.12,-3,0,1,,12050.2812,3,12.050281199999999
277,Ds,110,12716.0,519.0,5978.0,711.0,10900.0,119.0,-7240.0,421.0,-382.0,820.0,-10366.0,741.0,167,1.518181818181818,-16,41,0,,5519.0,57,5.519
77,Se,34,18572.644,0.0959,17320.4662,0.0808,-5726.8804,0.0843,-4430.0455,1.9571,-8675.5699,0.0608,-12381.7367,9.322,43,1.2647058823529411,6,-7,0,,7418.8557,9,7.4188557
89,Y,39,20835.4513,1.1775,17691.3428,0.3387,-7968.7774,0.3387,-7085.4475,23.6311,-12391.1688,0.3741,-12153.6464,5.4139,50,1.2820512820512822,11,0,1,,11483.4915,11,11.4834915
284,Cn,112,12553.0,939.0,6953.0,819.0,9670.0,150.0,-6364.0,1006.0,-2703.0,912.0,-10219.0,879.0,172,1.5357142857142858,-14,46,0,,6993.0,60,6.993
182,Au,79,18820.9656,19.3579,4904.388,28.6923,5525.4222,4.4407,-14976.7626,22.2601,3870.0884,19.4832,-15714.1666,24.2631,103,1.3037974683544304,-3,21,0,,8504.154,24,8.504154
42,Ca,20,19843.5275,0.147,18085.3354,0.1484,-6257.3824,0.245,-13442.94,0.2257,-12768.7548,0.3777,-17976.2514,0.1579,22,1.1,0,2,1,,11480.7032,2,11.4807032
119,Sb,51,16978.6119,10.9579,15110.4464,8.5098,-2364.0987,6.9982,-5697.808,22.8066,-9536.3338,10.4168,-9856.0996,19.5972,68,1.3333333333333333,1,-14,0,,9550.6538,17,9.5506538
61,Zn,30,25275.8638,15.9143,9770.0152,15.9001,-2689.8611,15.9069,-22559.0,300.0,835.3661,15.9001,-24830.0,201.0,31,1.0333333333333334,2,3,0,,10245.7541,1,10.245754100000001
174,Yb,70,13831.7004,0.015,15039.8845,3.9618,738.0772,1.387,-1099.9376,2.2593,-10579.0,196.0,-8134.8246,1.5675,104,1.4857142857142858,-12,22,0,,7464.6045,34,7.4646045
152,Pm,61,13799.7689,32.7119,17531.9016,27.423,-1143.9318,29.9445,1634.0315,25.8897,-11763.7581,28.394,-4749.3066,25.8858,91,1.4918032786885247,11,9,0,,5939.5263,30,5.939526300000001
42,P,15,6911.6046,126.5579,42307.0,315.0,-17803.0,178.0,25923.612,112.1642,-40787.0,411.0,12029.1041,95.0977,27,1.8,-5,-1,0,,1999.7084,12,1.9997084
40,K,19,20877.3733,0.2031,18315.3231,0.1129,-6438.4047,0.0665,-13012.1442,2.8288,-11024.2499,1.733,-14324.1083,0.5988,21,1.105263157894737,-1,1,0,,7799.6195,2,7.7996194999999995
73,Mn,25,6223.0,781.0,,,,,31269.0,671.0,,,14478.0,781.0,48,1.92,-3,-2,0,,3602.0,23,3.602
42,Cl,17,13416.5875,67.6921,31270.5226,102.6846,-12635.1209,93.9253,10190.2609,59.6157,-27140.9734,134.1384,164.4217,59.6166,25,1.4705882352941178,-3,-3,0,,5595.8963,8,5.595896300000001
201,Ir,77,11584.0,204.0,19688.0,447.0,-1914.0,361.0,6561.0,200.0,,,-1312.0,201.0,124,1.6103896103896105,-5,-2,0,,6342.0,47,6.342
181,Ta,73,14224.2441,1.9544,13957.9931,5.3333,1519.9228,1.8483,-1921.6523,12.6277,-9051.5591,70.737,-6874.1392,1.9429,108,1.4794520547945205,-9,-18,0,,7576.7514,35,7.5767514
77,Cu,29,10535.2447,1.4077,32880.0,400.0,-13318.0,300.0,17129.5245,2.7077,-30492.0,500.0,5368.8778,1.8936,48,1.6551724137931034,1,-2,0,,5952.5186,19,5.9525186
132,Cs,55,16395.5748,8.4207,14794.4473,3.3194,-1839.5789,3.7664,-3429.1157,36.3733,-6998.937,1.1994,-8545.053,1.116,77,1.4,5,-5,0,,7168.4372,22,7.1684372000000005
178,Tl,81,21341.0,132.0,670.0,107.0,7020.0433,10.2303,,,9644.0,103.0,,,97,1.1975308641975309,-1,15,0,,9344.0,16,9.344
217,U,92,18061.0,132.0,2529.0,81.0,8426.0,80.0,,,5383.0,81.0,,,125,1.358695652173913,10,-1,0,,8167.0,33,8.167
156,Ta,73,,,912.0,361.0,4996.0,358.0,,,9255.0,301.0,,,83,1.1369863013698631,-9,1,0,,10084.0,10,10.084
157,Pm,61,11499.7464,8.4221,21459.7228,18.5599,-3153.5422,13.7891,7162.0183,8.178,-18136.7801,7.0807,-1007.6988,11.032,96,1.5737704918032787,11,14,0,,6201.5866,35,6.2015866
153,Pr,59,10931.4443,16.6401,22836.0927,435.6356,-3773.4849,200.6145,9079.5137,14.9409,-19567.0,300.0,509.8557,27.2079,94,1.5932203389830508,9,12,0,,5881.7376,35,5.8817376
88,Rb,37,16004.6381,0.2555,21554.6854,3.0739,-7250.826,25.7303,1690.0243,1.5084,-16006.2902,3.1671,-5800.2461,0.159,51,1.3783783783783783,9,1,0,,6082.521,14,6.082521
148,Sm,62,14482.3423,2.835,12988.0924,0.4877,1987.0458,0.4453,-3066.6474,0.9006,-8478.2432,0.4925,-9862.7734,2.2939,86,1.3870967741935485,12,4,0,,8141.3368,24,8.1413368
19,Ne,10,30891.0346,0.3882,12017.1244,0.1601,-3528.4845,0.5156,-30086.3405,60.0013,-4754.1012,0.1601,-31357.2564,93.8814,9,0.9,2,1,0,,11636.8819,-1,11.6368819
206,Tl,81,14049.8598,0.5944,16441.0,200.0,-325.2275,23.3228,-2225.0929,7.5708,-10972.0,200.0,-6554.4495,0.6105,125,1.5432098765432098,-1,-1,0,,6503.8094,44,6.5038094
139,Te,52,7043.9542,4.116,24633.0,300.0,-1997.7438,4.6881,15439.5059,4.1376,-21984.0,400.0,3703.5113,6.9332,87,1.6730769230769231,2,5,0,,2580.4036,35,2.5804036
216,U,92,,,2206.4445,30.0218,8530.6272,26.2111,,,4856.0247,28.7982,,,124,1.3478260869565217,10,-2,0,,9894.2007,32,9.894200699999999
92,Rh,45,27508.0,200.0,6852.3412,4.4963,-3753.7096,5.9971,-25469.0,400.0,5698.5911,4.9749,-24901.0,423.0,47,1.0444444444444445,-5,-3,0,,12501.0,2,12.501
7,H,1,-100.0,1000.0,,,,,34228.0,1004.0,,,23472.0,1004.0,6,6.0,-1,-2,0,,812.0,5,0.812
